city,tier,hotel_name,hotel_listing_slug,offer_label,room_type,rate_label,period_start,period_end,period_label,room_basis,currency,price_amount,max_adults,max_guests,min_nights,inclusions,cancellation_policy,sort_order,verified_at,status,notes,terms
MADINAH,STANDARD,Hotel Hilton Madinah,,Alharmain PDF 16 Jun - 31 Aug 2026,Single Room,FB meal plan,2026-06-16,2026-08-31,16 Jun - 31 Aug 2026,per kamar per malam,SAR,1485,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,0,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-02.png | Meal: FB | Source period text: 16 JUNE 2026 TO 31 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Wahat Ajyad Hotel,,Alharmain PDF 1 Jul - 1 Oct 2026,Triple Room,FB meal plan,2026-07-01,2026-10-01,1 Jul - 1 Oct 2026,per kamar per malam,SAR,410,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1529,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 1 JULY 2026 TO 1 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Wahat Ajyad Hotel,,Alharmain PDF 1 Jul - 1 Oct 2026,Quad Room,FB meal plan,2026-07-01,2026-10-01,1 Jul - 1 Oct 2026,per kamar per malam,SAR,450,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1530,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 1 JULY 2026 TO 1 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Rawabi Zam Zam Hotel,,Alharmain PDF 16 Jun - 14 Aug 2026,Double Room,FB meal plan,2026-06-16,2026-08-14,16 Jun - 14 Aug 2026,per kamar per malam,SAR,410,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1531,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 14 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Rawabi Zam Zam Hotel,,Alharmain PDF 16 Jun - 14 Aug 2026,Triple Room,FB meal plan,2026-06-16,2026-08-14,16 Jun - 14 Aug 2026,per kamar per malam,SAR,450,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1532,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 14 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Rawabi Zam Zam Hotel,,Alharmain PDF 16 Jun - 14 Aug 2026,Quad Room,FB meal plan,2026-06-16,2026-08-14,16 Jun - 14 Aug 2026,per kamar per malam,SAR,490,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1533,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 14 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Rawabi Zam Zam Hotel,,Alharmain PDF 14 Aug - 1 Nov 2026,Double Room,FB meal plan,2026-08-14,2026-11-01,14 Aug - 1 Nov 2026,per kamar per malam,SAR,440,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1534,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 14 AUGUST 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Rawabi Zam Zam Hotel,,Alharmain PDF 14 Aug - 1 Nov 2026,Triple Room,FB meal plan,2026-08-14,2026-11-01,14 Aug - 1 Nov 2026,per kamar per malam,SAR,480,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1535,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 14 AUGUST 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Rawabi Zam Zam Hotel,,Alharmain PDF 14 Aug - 1 Nov 2026,Quad Room,FB meal plan,2026-08-14,2026-11-01,14 Aug - 1 Nov 2026,per kamar per malam,SAR,520,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1536,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 14 AUGUST 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Burj Al Fuad Hotel,,Alharmain PDF 16 Jun - 1 Jul 2026,Double Room,FB meal plan,2026-06-16,2026-07-01,16 Jun - 1 Jul 2026,per kamar per malam,SAR,425,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1537,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 1 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Burj Al Fuad Hotel,,Alharmain PDF 16 Jun - 1 Jul 2026,Triple Room,FB meal plan,2026-06-16,2026-07-01,16 Jun - 1 Jul 2026,per kamar per malam,SAR,465,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1538,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 1 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Burj Al Fuad Hotel,,Alharmain PDF 16 Jun - 1 Jul 2026,Quad Room,FB meal plan,2026-06-16,2026-07-01,16 Jun - 1 Jul 2026,per kamar per malam,SAR,505,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1539,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 1 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Burj Al Fuad Hotel,,Alharmain PDF 1 Jul - 1 Sep 2026,Double Room,FB meal plan,2026-07-01,2026-09-01,1 Jul - 1 Sep 2026,per kamar per malam,SAR,440,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1540,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 1 JULY 2026 TO 1 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Burj Al Fuad Hotel,,Alharmain PDF 1 Jul - 1 Sep 2026,Triple Room,FB meal plan,2026-07-01,2026-09-01,1 Jul - 1 Sep 2026,per kamar per malam,SAR,480,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1541,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 1 JULY 2026 TO 1 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Burj Al Fuad Hotel,,Alharmain PDF 1 Jul - 1 Sep 2026,Quad Room,FB meal plan,2026-07-01,2026-09-01,1 Jul - 1 Sep 2026,per kamar per malam,SAR,520,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1542,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 1 JULY 2026 TO 1 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Nada Al Diafa Hotel,,Alharmain PDF 16 Jun - 30 Jul 2026,Double Room,FB meal plan,2026-06-16,2026-07-30,16 Jun - 30 Jul 2026,per kamar per malam,SAR,490,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1543,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 30 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Nada Al Diafa Hotel,,Alharmain PDF 16 Jun - 30 Jul 2026,Triple Room,FB meal plan,2026-06-16,2026-07-30,16 Jun - 30 Jul 2026,per kamar per malam,SAR,530,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1544,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 30 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Nada Al Diafa Hotel,,Alharmain PDF 16 Jun - 30 Jul 2026,Quad Room,FB meal plan,2026-06-16,2026-07-30,16 Jun - 30 Jul 2026,per kamar per malam,SAR,570,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1545,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-16.png | Meal: FB | Source period text: 16 JUNE 2026 TO 30 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 30 Jun - 15 Jul 2026,Double Room,FB meal plan,2026-06-30,2026-07-15,30 Jun - 15 Jul 2026,per kamar per malam,SAR,290,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1546,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 30 JUNE 2026 TO 15 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 30 Jun - 15 Jul 2026,Triple Room,FB meal plan,2026-06-30,2026-07-15,30 Jun - 15 Jul 2026,per kamar per malam,SAR,330,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1547,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 30 JUNE 2026 TO 15 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 30 Jun - 15 Jul 2026,Quad Room,FB meal plan,2026-06-30,2026-07-15,30 Jun - 15 Jul 2026,per kamar per malam,SAR,370,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1548,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 30 JUNE 2026 TO 15 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 15 Jul - 12 Sep 2026,Double Room,FB meal plan,2026-07-15,2026-09-12,15 Jul - 12 Sep 2026,per kamar per malam,SAR,310,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1549,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 15 JULY 2026 TO 12 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 15 Jul - 12 Sep 2026,Triple Room,FB meal plan,2026-07-15,2026-09-12,15 Jul - 12 Sep 2026,per kamar per malam,SAR,350,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1550,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 15 JULY 2026 TO 12 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 15 Jul - 12 Sep 2026,Quad Room,FB meal plan,2026-07-15,2026-09-12,15 Jul - 12 Sep 2026,per kamar per malam,SAR,390,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1551,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 15 JULY 2026 TO 12 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 12 Sep - 10 Dec 2026,Double Room,FB meal plan,2026-09-12,2026-12-10,12 Sep - 10 Dec 2026,per kamar per malam,SAR,330,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1552,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 12 SEP 2026 TO 10 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 12 Sep - 10 Dec 2026,Triple Room,FB meal plan,2026-09-12,2026-12-10,12 Sep - 10 Dec 2026,per kamar per malam,SAR,370,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1553,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 12 SEP 2026 TO 10 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Makarem Al Hijra Hotel,,Alharmain PDF 12 Sep - 10 Dec 2026,Quad Room,FB meal plan,2026-09-12,2026-12-10,12 Sep - 10 Dec 2026,per kamar per malam,SAR,410,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1554,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 12 SEP 2026 TO 10 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Mira Ajyad Hotel,,Alharmain PDF 17 Jun - 31 Aug 2026,Double Room,FB meal plan,2026-06-17,2026-08-31,17 Jun - 31 Aug 2026,per kamar per malam,SAR,500,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1555,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 17 JUNE 2026 TO 31 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Mira Ajyad Hotel,,Alharmain PDF 17 Jun - 31 Aug 2026,Triple Room,FB meal plan,2026-06-17,2026-08-31,17 Jun - 31 Aug 2026,per kamar per malam,SAR,560,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1556,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 17 JUNE 2026 TO 31 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Mira Ajyad Hotel,,Alharmain PDF 17 Jun - 31 Aug 2026,Quad Room,FB meal plan,2026-06-17,2026-08-31,17 Jun - 31 Aug 2026,per kamar per malam,SAR,620,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1557,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 17 JUNE 2026 TO 31 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Mira Ajyad Hotel,,Alharmain PDF 17 Jun - 31 Aug 2026,Quint Room,FB meal plan,2026-06-17,2026-08-31,17 Jun - 31 Aug 2026,per kamar per malam,SAR,690,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1558,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 17 JUNE 2026 TO 31 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Mira Ajyad Hotel,,Alharmain PDF Sep-Oct 2026,Double Room,FB meal plan,2026-09-01,2026-10-31,Sep-Oct 2026,per kamar per malam,SAR,530,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1559,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 1 SEP 2026 TO 31 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Mira Ajyad Hotel,,Alharmain PDF Sep-Oct 2026,Triple Room,FB meal plan,2026-09-01,2026-10-31,Sep-Oct 2026,per kamar per malam,SAR,590,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1560,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 1 SEP 2026 TO 31 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Mira Ajyad Hotel,,Alharmain PDF Sep-Oct 2026,Quad Room,FB meal plan,2026-09-01,2026-10-31,Sep-Oct 2026,per kamar per malam,SAR,650,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1561,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 1 SEP 2026 TO 31 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Mira Ajyad Hotel,,Alharmain PDF Sep-Oct 2026,Quint Room,FB meal plan,2026-09-01,2026-10-31,Sep-Oct 2026,per kamar per malam,SAR,720,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1562,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 1 SEP 2026 TO 31 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 16 Jun - 20 Jul 2026,Double Room,FB meal plan,2026-06-16,2026-07-20,16 Jun - 20 Jul 2026,per kamar per malam,SAR,370,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1563,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 16 JUNE 2026 TO 20 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 16 Jun - 20 Jul 2026,Triple Room,FB meal plan,2026-06-16,2026-07-20,16 Jun - 20 Jul 2026,per kamar per malam,SAR,415,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1564,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 16 JUNE 2026 TO 20 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 16 Jun - 20 Jul 2026,Quad Room,FB meal plan,2026-06-16,2026-07-20,16 Jun - 20 Jul 2026,per kamar per malam,SAR,460,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1565,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 16 JUNE 2026 TO 20 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 20 Jul - 30 Aug 2026,Double Room,FB meal plan,2026-07-20,2026-08-30,20 Jul - 30 Aug 2026,per kamar per malam,SAR,450,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1566,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 20 JULY 2026 TO 30 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 20 Jul - 30 Aug 2026,Triple Room,FB meal plan,2026-07-20,2026-08-30,20 Jul - 30 Aug 2026,per kamar per malam,SAR,495,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1567,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 20 JULY 2026 TO 30 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 20 Jul - 30 Aug 2026,Quad Room,FB meal plan,2026-07-20,2026-08-30,20 Jul - 30 Aug 2026,per kamar per malam,SAR,540,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1568,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 20 JULY 2026 TO 30 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 1 Sep - 1 Oct 2026,Double Room,FB meal plan,2026-09-01,2026-10-01,1 Sep - 1 Oct 2026,per kamar per malam,SAR,470,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1569,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 1 SEP 2026 TO 1 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 1 Sep - 1 Oct 2026,Triple Room,FB meal plan,2026-09-01,2026-10-01,1 Sep - 1 Oct 2026,per kamar per malam,SAR,515,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1570,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 1 SEP 2026 TO 1 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 1 Sep - 1 Oct 2026,Quad Room,FB meal plan,2026-09-01,2026-10-01,1 Sep - 1 Oct 2026,per kamar per malam,SAR,560,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1571,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 1 SEP 2026 TO 1 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghalib Ajyad Hotel,,Alharmain PDF 1 Oct - 15 Dec 2026,Double Room,FB meal plan,2026-10-01,2026-12-15,1 Oct - 15 Dec 2026,per kamar per malam,SAR,500,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1572,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-17.png | Meal: FB | Source period text: 1 OCT 2026 TO 15 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
